Country (Name),ASFIS species (Name),Unit (Name),Unit,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S
Eastern Africa,Orangespotted trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,136.2,,152.7,
Micronesia,Orangespotted trevally,Tonnes - live weight,"TLW, Number",0.03,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Western Asia,Orangespotted trevally,Tonnes - live weight,"TLW, Number",2199,,2492,,2936,,3215,,2937,,2970,,3115,,3340,,3249,,2807,,2703.53,
South America,Pacific anchoveta,Tonnes - live weight,"TLW, Number",8910,,20800,,6758,E,6536,,7931,,26803,,42380,,22979,,34055,,15877.81,,5900.02,
Central America,Pacific anchoveta,Tonnes - live weight,"TLW, Number",51244,,129772,,342987,,262851,,118143,,110589,,44966,E,119523,,57817,,226782.1,,164647.49,
Northern America,Pacific barracuda,Tonnes - live weight,"TLW, Number",19,,36,,16,,8,,4,,1,,4,,1,,11,,0,N,1,
South America,Pacific bumper,Tonnes - live weight,"TLW, Number",585,,347,,336,,544,,4912,,227,,395,,3325,,1788,,3664.51,,5302.52,
Southern Africa,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",2,,1,,0,N,0,,0,N,0,N,1,,1,,0,N,0.53,,2.82,
Northern Africa,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",119,,44,,840,,78,,19,,19,,51,,306,,180,,66,,1519,
Eastern Asia,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",1142925,,1193708,,1143277,,1042579,,1154784,,1201773,,1151039,,1138971,,1200499,,1093046.72,,912159.39,
Western Africa,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Western Europe,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",251,,1,,0,,0,,718,,457,,662,,4759,,0,,0,,0,...
Northern Europe,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",211,,0,,0,,226,,0,,344,,0,,1321,,112,,0,...,0,...
Southern Europe,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Melanesia,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",676,,24,,193,,296,,484,,604,,1145,,0,,0,...,0,,0,
South-Eastern Asia,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",2380,,2277,,1393,,1439,,1403,,965,,1015,,1050,,775,,835,,768.22,
Northern America,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",2105,,1364,,5380,,8510,,7151,,5644,,1830,,2291,,2579,,3865,,702,
Western Asia,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
South America,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",168877,,104801,,102938,,174989,,186182,,195281,,318653,,254751,,161752,,181136.46,,312487.5,
Caribbean,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Eastern Europe,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",319,,1,,3,,0,,44,,791,,9262,,53553,,96768,,84401,,81713,
Central America,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",8553,,6925,,16481,,31864,,42769,,51654,,81327,,57336,,91086,,53217,,50769.02,
Others,Pacific chub mackerel,Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
South America,Pacific crevalle jack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,263.05,,202.26,
Central America,Pacific flatiron herring,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
South America,Pacific harvestfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,1569,,289,,51.6,,1033.76,
Western Europe,Pacific herring,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern America,Pacific herring,Tonnes - live weight,"TLW, Number",59191,,52779,,48581,,59633,,70253,,51493,,49465,,55855,,37483,,42594,,19368,
Eastern Europe,Pacific herring,Tonnes - live weight,"TLW, Number",222042,,297507,,356048,,387565,,364342,,386728,,400704,,417397,,370462,,379574,,401872,
Eastern Asia,Pacific herring,Tonnes - live weight,"TLW, Number",49850,,45674,,50231,,67530,,44238,,45980,,48407,,52722,,46725,,52071,,46393.46,
Others,Pacific herring,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Eastern Asia,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,,0,
Southern Europe,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,17,,0,,0,,0,,0,,0,,0,...,0,...
Western Europe,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern Europe,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Northern America,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",313,,94,,272,,1095,,1837,,1538,,374,,432,,160,,467,,398,
Eastern Europe,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Central America,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",394,,146,,192,,1363,,333,,134,,511,,149,,572,,465,,443.61,
Others,Pacific jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
South America,Pacific menhaden,Tonnes - live weight,"TLW, Number",15477,,12216,,13500,,11035,,11911,,14917,,13206,,32740,,8770,,9421.91,,20342.69,
Central America,Pacific piquitinga,Tonnes - live weight,"TLW, Number",251,,259,,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,...
Eastern Europe,Pacific pomfret,Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,,0,,0,,0,,0,,0,,40,,0,
Northern America,Pacific pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Europe,Pacific sardine,Tonnes - live weight,"TLW, Number",0,...,0,...,505,,0,...,10,,32,,6686,,16562,,61997,,131088,,315434,
Central America,Pacific sardine,Tonnes - live weight,"TLW, Number",630221,,592862,,264468,,192532,,174182,,54978,,107597,,61026,,120509,,139327,,132917.96,
South America,Pacific sardine,Tonnes - live weight,"TLW, Number",105,,135,,399,,96,,936,,1212,,828,,548,,1694,,1557.23,,3557.47,
Caribbean,Pacific sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Northern America,Pacific sardine,Tonnes - live weight,"TLW, Number",66914,,38737,,101449,,63849,,23344,,3833,,522,,433,,336,,1871,,2865,
Western Asia,Pacific sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Australia and New Zealand,Pacific sardine,Tonnes - live weight,"TLW, Number",495,,263,,332,,368,,326,,216,,341,,443,,442,,397.32,,215.11,
Western Europe,Pacific sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern Europe,Pacific sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Eastern Asia,Pacific sardine,Tonnes - live weight,"TLW, Number",205231,,318447,,268117,,360127,,347108,,460197,,522791,,627477,,635347,,657329,,796945.5,
Southern Africa,Pacific sardine,Tonnes - live weight,"TLW, Number",132615,,134094,,134922,,116676,,126278,,116098,,83003,,43039,,38568,,5319.93,,24566.6,
Middle Africa,Pacific sardine,Tonnes - live weight,"TLW, Number",4700,E,7000,E,9300,E,11600,E,13987,,5452,,5000,E,4500,E,0,,0,,0,
Others,Pacific sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Others,Pacific saury,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Melanesia,Pacific saury,Tonnes - live weight,"TLW, Number",0,,0,,0,,1509,,1915,,6616,,7331,,4437,,8231,,3465,,2700,
Eastern Europe,Pacific saury,Tonnes - live weight,"TLW, Number",35268,,62311,,61585,,47212,,70644,,24046,,14661,,6315,,7822,,2403,,753,
Eastern Asia,Pacific saury,Tonnes - live weight,"TLW, Number",397104,,396643,,401376,,381827,,558535,,328791,,340684,,239365,,360103,,189770.2,,144508.04,
Central America,Pacific thread herring,Tonnes - live weight,"TLW, Number",133525,,120523,,198604,,298660,,319727,,277757,,283737,,305472,,324813,,274601,,269140.42,
South America,Pacific thread herring,Tonnes - live weight,"TLW, Number",29522,,20273,,33089,,13204,,25625,,32900,,11586,,17789,,13249,,15830.28,,36169.09,
South America,Parona leatherjacket,Tonnes - live weight,"TLW, Number",797,,738,,1355,,1341,,989,,732,,481,,480,,554,,372,,254.11,
Others,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
South America,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",620,E,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Caribbean,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Western Asia,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",15866,E,10380,E,24776,E,43249,E,41155,E,35133,E,30947,E,24540,E,32162,E,40861,E,35591.9,E
South-Eastern Asia,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Polynesia,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.14,,0,...
Micronesia,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0.43,,0.47,,0.02,,0.09,,0.22,,2.89,,0.89,,0.23,
Australia and New Zealand,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0.07,,0,
Southern Europe,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.64,
Northern Europe,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Eastern Asia,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,,0,
Western Africa,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",4820,,3968,,4842,,4878,,3104,,3118,,2480,,2581,,4220,,2098,,1776.6,
Middle Africa,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",36,,40,,59,,35,E,24,,87,,87,,90,E,90,E,90,E,90,E
Eastern Africa,Pelagic percomorphs nei,Tonnes - live weight,"TLW, Number",914,,365,,933,,755,,812,,821,,0,...,0,...,0,,0,,1201,
Caribbean,Permit,Tonnes - live weight,"TLW, Number",0.07,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Northern America,Permit,Tonnes - live weight,"TLW, Number",2,,1,,1,,2,,6,,3,,3,,7,,2,,6,,8,
South America,Peruvian moonfish,Tonnes - live weight,"TLW, Number",676,,132,,186,,392,,3222,,138,,740,,12341,,4416,,6618.5,,8020.75,
Eastern Africa,Pickhandle barracuda,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,96,,74.6,
Western Asia,Pickhandle barracuda,Tonnes - live weight,"TLW, Number",77,,73,,80,,97,,108,,115,,109,,108,E,108,,106.34,,95.12,
South-Eastern Asia,Pickhandle barracuda,Tonnes - live weight,"TLW, Number",794,,778,,1886,,1195,,1445,,953,,1346,,1201.17,E,1302,,510.76,,53.68,
Northern America,Pilotfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...
Southern Europe,Pilotfish,Tonnes - live weight,"TLW, Number",70,,59,,32,,30,,106,,84,,170,,152,,200,,97.54,,43.84,
Eastern Europe,"Pomfrets, ocean breams nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern America,"Pomfrets, ocean breams nei",Tonnes - live weight,"TLW, Number",269,,194,,332,,518,,564,,607,,529,,445,,422,,354,,238,
Polynesia,"Pomfrets, ocean breams nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Micronesia,"Pomfrets, ocean breams nei",Tonnes - live weight,"TLW, Number",0.06,,0.08,,0.04,,0.05,,0.04,,0.01,,0.01,,0.01,,0.13,,0.01,,0.48,
Eastern Africa,"Pomfrets, ocean breams nei",Tonnes - live weight,"TLW, Number",1,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Southern Europe,Pompano,Tonnes - live weight,"TLW, Number",89,,74,,88,,41,,38,,95,,90,,57,,56,,70.19,,90.98,
Western Europe,Pompano,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,...
Northern Europe,Pompano,Tonnes - live weight,"TLW, Number",13,,20,,0,,0,,2,,0,,0,,0,,0,,1.09,,0,...
Western Asia,Pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,4,,55,,27,,14,,2,,0.06,,0.02,
Middle Africa,Pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Western Africa,Pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,19,,20,E,0,,0,,0,,0,
Northern Africa,Pompano,Tonnes - live weight,"TLW, Number",0,...,0,,0,,0,,0,,0,,0,,0,,9,,10,,6,
Southern Europe,Pompano dolphinfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,,1.62,
Western Africa,Pompano dolphinfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,287.52,,275,E
Western Europe,Pompanos nei,Tonnes - live weight,"TLW, Number",0,,20,,0,,0,,0,,0,,0,,0,,0,...,0,,0,...
Northern Europe,Pompanos nei,Tonnes - live weight,"TLW, Number",0,,1,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Southern Europe,Pompanos nei,Tonnes - live weight,"TLW, Number",339,,33,,19,,10,,11,,10,,20,,34,,20,,34.89,,34.19,
Southern Asia,Pompanos nei,Tonnes - live weight,"TLW, Number",16073,,7042,,2223,,2241,,0,...,0,,0,,0,,0,,0,,3000,
Western Asia,Pompanos nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
South America,Pompanos nei,Tonnes - live weight,"TLW, Number",1326,,1245,,2108,,1269,,1449,,3228,,1527,E,1174,E,1160,E,1160,E,1299.7,E
Caribbean,Pompanos nei,Tonnes - live weight,"TLW, Number",46,,71,,69,,70,,68,,152,,9,,9.21,,11,,11.66,,5.25,
Central America,Pompanos nei,Tonnes - live weight,"TLW, Number",1056,,742,,843,,6080,,2083,,2467,,2831,,2738,,3171,,2888,,2755.15,
Western Africa,Pompanos nei,Tonnes - live weight,"TLW, Number",111,,0,...,0,...,3,,34,,0,...,10,,38,,490,,17.2,,43.36,
Eastern Africa,Queenfishes,Tonnes - live weight,"TLW, Number",176,,65,,48.44,,160.28,,157.05,,113.06,,67.43,,85.08,,117.88,,160.53,,160,E
South-Eastern Asia,Queenfishes,Tonnes - live weight,"TLW, Number",24958,,25439,,24709,,36051,,27252,,24669,,27845,,23715.16,,29170,,32906.75,,35367.03,
Western Asia,Queenfishes,Tonnes - live weight,"TLW, Number",3596,,3819,,5398,,4091,,5596,,5403,,4596,,5690,,7241,,6868,,4955.35,
South-Eastern Asia,Quoy's garfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,,0,,0,,0,,0,,0,,310,,160,
Southern Asia,Rainbow runner,Tonnes - live weight,"TLW, Number",0,...,0,,0,,0,,0,,0,,0,,0,,0,,1760.7,,1629.4,
South-Eastern Asia,Rainbow runner,Tonnes - live weight,"TLW, Number",20622,,22601,,19932,,20792,,22167,,20673,,17383,,13712.91,,12668.53,,21188.19,,14404.08,
Western Asia,Rainbow runner,Tonnes - live weight,"TLW, Number",0,...,22,,21,,22,,20,,20,,9,,9,E,14,,19,,8,
Northern America,Rainbow runner,Tonnes - live weight,"TLW, Number",1,,1,,1,,1,,2,,0,N,2,,2,,1,,2,,1,
Caribbean,Rainbow runner,Tonnes - live weight,"TLW, Number",18,,18.29,,69.64,,33.42,,21.33,,19.02,,31.96,,30.32,,12.92,E,18.61,,21.79,
South America,Rainbow runner,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,3,,30,,29,,46.08,,45.4,
Western Europe,Rainbow runner,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,50,,85,,0,...,117,,130.96,
Southern Europe,Rainbow runner,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,12,,0,,0,,0,...,0,...
Micronesia,Rainbow runner,Tonnes - live weight,"TLW, Number",24.14,,17.67,E,10.82,,15.86,,19.5,,19.11,E,19.99,E,19.71,E,19.31,E,19.15,E,20.14,E
Polynesia,Rainbow runner,Tonnes - live weight,"TLW, Number",0.08,,2.04,,1.02,,1.02,,1.03,E,1.1,E,1.35,E,1.4,E,1.06,E,1.02,E,1.04,E
Eastern Africa,Rainbow runner,Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,...,0,...,0,...,73,,98,,91,,120,,120,E
Middle Africa,Rainbow runner,Tonnes - live weight,"TLW, Number",48,,85,E,120,E,158,E,200,E,241,,274,,240,E,180,E,143.19,,169.7,
Western Africa,Rainbow runner,Tonnes - live weight,"TLW, Number",58,,82,,3,,0,N,77,,46,,319,,0,N,9,,5,,5,E
South-Eastern Asia,Rainbow sardine,Tonnes - live weight,"TLW, Number",30968,,26064,,32309,,38858,,35835,,33676,,46712,,18820.25,,17951,,24113.47,,28784.1,
Eastern Asia,Red-eye round herring,Tonnes - live weight,"TLW, Number",49792,,85041,,80995,,89496,,75109,,97919,,99138,,72220,,55044,,60671.81,,40856.72,
Northern Africa,Red-eye round herring,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Europe,Red-eye round herring,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Central America,Red-eye round herring,Tonnes - live weight,"TLW, Number",1024,,1154,,7933,,31772,,16382,,48145,,57210,,53441,,64075,,39851,,38017.85,
South America,Red-eye round herring,Tonnes - live weight,"TLW, Number",1903,,1760,,1653,,2650,,9096,,12365,,4919,,2389,,3324,,4191.65,,514.79,
Northern America,Red-eye round herring,Tonnes - live weight,"TLW, Number",0,...,0,N,0,N,0,N,2,,0,...,0,...,2,,0,N,4,,9,
Western Asia,Red-eye round herring,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,3,,1,,11,,3,,638,,13,,48.85,,225.26,E
Middle Africa,Ribbonfishes,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,5156,,5479,,5799,,5470,E
Northern America,Ribbonfishes,Tonnes - live weight,"TLW, Number",0,...,2,,24,,28,,6,,17,,5,,5,,3,,22,,18,
Western Europe,Rough scad,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern Europe,Rough scad,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Southern Europe,Rough scad,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
South America,Rough scad,Tonnes - live weight,"TLW, Number",1724,,1764,,1665,,1576,,1792,,1508,E,3479,,3514,E,3524,E,3488,E,3505.14,E
Caribbean,Rough scad,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Eastern Europe,Rough scad,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Northern America,Rough scad,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Caribbean,Round sardinella,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
South America,Round sardinella,Tonnes - live weight,"TLW, Number",41912,,34753,,41905,,46000,E,50207,,79243,,122646,,126400,E,126400,E,126400,E,115000,E
Central America,Round sardinella,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Europe,Round sardinella,Tonnes - live weight,"TLW, Number",15257,,22665,,29835,,30778,,34977,,30806,,33093,,9473,,11080,,4263,,2963,
Western Asia,Round sardinella,Tonnes - live weight,"TLW, Number",91,,34,,44,,47,,62,E,152,,141,,32,,9,,175.73,,70.08,E
Northern America,Round sardinella,Tonnes - live weight,"TLW, Number",915,,6,,439,,298,,491,,606,,731,,366,,808,,130,,299,
Northern Europe,Round sardinella,Tonnes - live weight,"TLW, Number",49591,,39837,,12760,,8655,,22703,,11,,2506,,575,,1579,,407.09,,2.08,
Western Europe,Round sardinella,Tonnes - live weight,"TLW, Number",79723,,58610,,14001,,8407,,18889,,717,,1470,,5706,,2843,,27,,1.79,
Southern Europe,Round sardinella,Tonnes - live weight,"TLW, Number",1222,,1120,,1129,,824,,758,,674,,2106,,3077,,2567,,11070.74,,7833.51,
Northern Africa,Round sardinella,Tonnes - live weight,"TLW, Number",9910,E,6589,E,6284,E,6827,E,4783,E,4394,E,5109,E,6081,E,6084,E,6077.5,E,5537.4,E
Western Africa,Round sardinella,Tonnes - live weight,"TLW, Number",171909,,144626,,149881.99,,151934,,148183.51,,175211,,154205,,199857,,129742,,140056.23,,107493.77,
Middle Africa,Round sardinella,Tonnes - live weight,"TLW, Number",4050,,8236,,13949,,12773,,14236,,11187,,17377,,20319,,20861,,11286.83,,10366,
Others,Round sardinella,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Caribbean,Round scad,Tonnes - live weight,"TLW, Number",0,...,0,...,0.51,,1.77,,0.82,,0,...,0,...,0,...,0,...,0,...,0,...
South America,Salema butterfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,103,,45,,291.4,,1304.43,
Southern Europe,Sand smelt,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17.56,,19.46,
South-Eastern Asia,Sardinellas nei,Tonnes - live weight,"TLW, Number",541144,,400656,,420263,,395641,,429782,,459948,,434523,,397525,,163159,,173867,,131216.77,
Western Asia,Sardinellas nei,Tonnes - live weight,"TLW, Number",2847,,1370,,2509.77,,2809.84,,3343.96,,3503.99,,6470.84,,5946.46,,14369.14,,18426.73,,12816.01,E
Caribbean,Sardinellas nei,Tonnes - live weight,"TLW, Number",16111.03,,24948.87,,7821.22,,13129.76,,45979.81,,27165.89,,16238.69,,9079.9,,4.18,,6.06,,7.31,
Central America,Sardinellas nei,Tonnes - live weight,"TLW, Number",72682,,62551,,50422,,3140,,15503,,14818,,10857,,10551,,19430,,19053.53,,16345,E
Eastern Europe,Sardinellas nei,Tonnes - live weight,"TLW, Number",15941,,19583,,8999,,15899,,2686,,6173,,1351,,5798,,20,,0,...,171,
Northern Europe,Sardinellas nei,Tonnes - live weight,"TLW, Number",14228,,20599,,9820,,8131,,10875,,1291,,4823,,0,...,0,...,0,...,0,...
Western Europe,Sardinellas nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Southern Europe,Sardinellas nei,Tonnes - live weight,"TLW, Number",4196,,7689,,4886,,4514,,3204,,3817,,2479,,5332,,3999,,14.53,,87.58,
Melanesia,Sardinellas nei,Tonnes - live weight,"TLW, Number",0,...,3499,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Africa,Sardinellas nei,Tonnes - live weight,"TLW, Number",22638,,21781,,23204,,17182,,10296,,9068,,3076,,3056,,7860,,8919,,9282.86,
Middle Africa,Sardinellas nei,Tonnes - live weight,"TLW, Number",81705,E,87279,E,92462,E,97013,E,101495,,208782,,147765,,198115,,141354,,173838.89,,134628.83,
Northern Africa,Sardinellas nei,Tonnes - live weight,"TLW, Number",40700,,40867,,48657,,41676,,43499,,41921,,48497.98,,47199.02,,51456,,53249.11,,54800.52,
Southern Africa,Sardinellas nei,Tonnes - live weight,"TLW, Number",0,...,4994,,0,,0,...,0,...,3,,173,,281,,180,,142,,628,
Western Africa,Sardinellas nei,Tonnes - live weight,"TLW, Number",258998,,290802,,341711.71,,344634,,382731.9,,268222,,449624,,484283,,510035.2,,416292.22,E,397991.26,E
Eastern Asia,Sardinellas nei,Tonnes - live weight,"TLW, Number",19,,292,,20463,,1191,,731,,882,,5,E,5,E,5,E,45991,,45005,E
Others,Sardinellas nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,10024,,0,...,23570,,15,,0,,0,...,0,...,0,...
Southern Europe,Sauries nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3.11,
Western Asia,Sawtooth barracuda,Tonnes - live weight,"TLW, Number",23,,3,,27,,39,,6,,6,E,6,E,6,E,6,E,6,E,6,E
South-Eastern Asia,Scads nei,Tonnes - live weight,"TLW, Number",626250,,651300,,666558,,644952,,642114,,324547,,344803,,514750.38,,686803.89,,714653.37,,758019.54,
Southern Asia,Scads nei,Tonnes - live weight,"TLW, Number",4316,,0,N,0,N,0,N,0,N,112131,E,105057,,108010,,130284,,105195.1,,64787,
Northern America,Scads nei,Tonnes - live weight,"TLW, Number",389,,502,,189,,399,,217,,152,,361,,566,,363,,80,,95,
Western Asia,Scads nei,Tonnes - live weight,"TLW, Number",8,,9,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Caribbean,Scads nei,Tonnes - live weight,"TLW, Number",273,,231,,144,,184,,242,,238,E,134,,105,E,130,,79.35,E,70.08,E
Eastern Europe,Scads nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Central America,Scads nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,625,,1012,,1000,E,1000,E,1000,E,1000,E
Australia and New Zealand,Scads nei,Tonnes - live weight,"TLW, Number",46,,14,,0,,9,,31,,7,,10,,14,,5,,2,,2.73,
Micronesia,Scads nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
